text,label
Solrathuku onumey ela simply west yatho seriyal pakara mathre eruku....,1
Sk அண்ணா fans hit like here,3
Apdi ellam nadakathu .. Nadakka kudathu..,0
199K likes left to reach 1M likes,0
Pink movie ka remake hai ??,0
Remake a pattaiya kilaputhu semma waiting ...,0
Trending #1 in ANDHRA PRADESH After 5 Days Thalaivar Vera Level Hit Like To Rajini Fanzzzz,0
My Thalapathy fan thalaivar pakkkkkkkka maaaaaassssss,0
1st Indian movie made like a Hollywood movie...,0
Thalaivar ah ipdi pakka than Asa pattom,0
Ajith + u 1 combo superrrrrrrr,0
Vikram's last dialogue is malay language !,0
1 million likes plz all thala fabs like here,0
"Last le malay dialog, you kena tunggu lebih lama lagi, untuk tahu saya",3
August 8 marana waiting thala,0
"Dislike pannavanga ellarum, Kaali oda aattatha paakatha poringa....",0
Sk anna vera leval   Yuvan music mass     Verithanam overload,0
"Cell phone vachurukuravan lam thalai therichu oda poranunga... Kumar rocks,,,, shiva kumar vs akshay kumar.... 🤣",0
Yuvan music vera level nuu soltrivinga like potungaa,0
Ye mujhe dhekna hai link se Karo na please,4
Oru tamilan hollywood yaa over take panni poitaru athu yaru naa  Namma Shankar .TAMILANDA....,0
Manju chechi and danush combo katta waiting,0
Deepavalikku un padathukku poren .. spr,3
Paa semma shankar sir neenga than bestu kollywood illa,0
semma dialogs and semma class rajini sir,0
Vetrimaran + Dhanush = Blockbuster...... Thalaivaaa Vera level....,0
"Ennna Boss! Nalu padam sariya pogalanu , Arjun herova nadikum padathula comedian ayeteenga!",2
"Nalla irukku, but yengaa anna oda bigil kuda potti podaa konjam yosingaa paaaa",0
Thalaivar superstar Rajini Sir vera Vera Vera level,0
Thala love you so much ummmmmmmmmma,0
Tvl slang Ethana per note paninga,0
A R RAHMAN dum dum dum...,1
Appapo vanthu thalaya paathutu comment panravanga like pannunga.....,0
Oruththar Mela neenga #viswasam kaatradhukkaga innoruththara en asinga paduththuringa!  #verithanamanawaiting Hit like for repeat mode!,0
Thalaivaaaaaaaa.....🤘 next cm of Tamil Nadu,0
1:19 la paarunga muttu muttu teejay irupaaru,0
"Semma.... Maaassss, looks like must watch......",0
Vjs ku wait pannanvanga hit like,0
Rajini Indian movie Kaa baaaap.  All d best from darling fanzz,1
Thala thala thala thala thala mass mass mass mass mass,0
Namma ippa enna Panna poro🤔🤔🤔 sweet sapda poro,0
Ambedkar silai matru semma Thalaiva action king,0
Marana waiting  only//// தல //////,0
Thalaivarukku vayase aagathu Waiting For petta paraak Vjs marana mass,2
marana massssss....   thalaaaaaaa...   #Surya fans...,2
Worst trailer. Kai la katheyoda suthuravana hero a katratha first nepanguna mental gala,1
Oru padam Kamal Mari Oru rajini Mari  thala,0
Oruthal Mela viswasam katuradhukaga ean innoruthara asinga paduthuringa ..   Ethana peruku intha namakke sonna maari thonichi,2
Oru oru shot oru diamond maadhiri irukuthu,0
Mass trailer paaa after bigil manasa tottu aollungha,2
Kerala  vikram fans  like,0
Couldn't beat sarkar 1 day 15 M,0
"Appedilaam nadekaathu, nadake kudaathu!! The bulls eyes🤩",0
Views yen ivlo cummi ah iruku,1
Gv is back .... Morayana theme ... Pesama. Ni again musicku vandhu gv,0
Trailer epdi irukanum nu sarkar trailer poi parungada,0
Jst 250k likes need  To hit 1M likes  Ajithiyansss come on,0
pink ka tamil version hai kisse yesa lga like kro,0
00:24 oru nadigaiya paarthu kekkura kelvija thala,0
Eppo enna panaporo ..sweet sapda poro,2
Kajal  Fans Subscribe,0
Just like Kabali Kaala Lingaa Kochadaiyya 2.0 and now this Petta....Lukewarm,2
Trailer la fight scene la Romba neram focus Pani kaatunathu...konjam idikuthu,2
super star rajini fans like here,0
SUPER thalaiva soon   🤘🤘🤘🤘🤘,0
Age is just an number idhu thalaivar ku mattume porundhum Maranam massu maranam,0
Ayaz.... kutty moonji.       Proposers,0
mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass mass Mass,0
Oru logical mistake. Endhiran climax la 2030 varaikum chitti museum la irukum. Ithula 2018 la veliya kondu vandhutaanga 🤔🤔🤔🤔🤔🤔,2
Rajini look sema mass but trailer mass  flop,2
Awesome Shankar sir great work,0
Anyone here after BIGIL'S WASTE trailer??? Bigil-dislike KAITHI-LIKE,0
Jai Rgv  Jai kamma rajyam lo kadapa redlu 🥰🥰🥰🥰,4
Viswasam no.1 hag stag twitter waiting for valimai 2020 hag stag,2
Super star Madhiri yarum vara mudiyadhu .......    Sweet sapidalama........,0
Nekonda paravai :- no one did a storyline like this  Chintamani kolacase :- Hold my Beer,2
oruthar me neenga viswasatha katrathukaga inourthara yen asinga paduthuringa???   Thala mass,0
Wow thala marana mass waiting veri yeruthu padam yeppa relese,0
Maranom massaranom tuff tharanom adhuku super star dha porandhu varanom,0
Oru  nelathukkaga politician um makkalum adichukiradhu dhan main story.... (Like Natpe thunai),3
Intha kazhuluga KFC chicken maathiri panni kuduthaangalam {1st vfx company},0
Enaku mattum than lingaa maari ithu agidumo nu thonutha,1
Is it pink hindi movie remake? Thala .. superb dialogue,0
"YouTube hanged  102k views  152k likes, 4.4k dislikes🤔🤔🤔",2
Dislike pannavanuku soothula katti varum,1
Thalapathy alavuku illa but like ajith mass illa padathula,2
Enna Karumam Da Ithu....Next Kochadaiyan On The Way...Appa Ivan Pomma Padam Yeaduthu Vachu Irukan Pa.....,1
Podu podu podu podu podu... vera level trailer,2
Hit like for RAJNI SIR,0
Is it Hindi movie pink remake?,0
Kerala tamil cinema lovers LikE hErE,0
0:36 thalaivar  walking style,0
trailer mokke but padam ennada ippadi irukku  verithanam,0
"Waiting for kaithi, bigil and sangathamizhan most important marana waiting for Thalapathy 64 🥰🤩",2
4days ah no 1 la eruku,0
indha no 1 no 2la Pappas villaiattu super star is a no one and super one,0
Thala thala thala Ajith super ..etha movie etha  generation kandipa pakanum ....,0
Ethuku 63k dislike apdi enna pathutinga,0
100% nan Theatrela thaan intha padam papennu solravanga mattum oru like podunga,0
ONE.AND ONLY SUPERSTAR SEMMA KALAKKAL .....HAPPY PONGAL ALL STAR FANS AND SUPERSTAR FANS ......,0
Haters illatha ore nadigar annan ciyan vikram,0
Enna da idhu Thala pani karadi madhiri iruku ?,1
Thala screan la pakka manana waiting wait panravanga mattu like pannunga,2
bgm. ... NKP ...bgm  .....va .....gv ...no.,1
Ippo dhaan yaa korean padam maari seriya eduthu irukinga,0
10k dislikes potathu namma pondati pulla sentiment boys ah than irukum.,1
Kakaikku than kunju PON kunju thala racigan da,0
Semma semma thalaivaa maranaa mass,0
Enrum thala ajith'   views paka nera  youtube varavanga ellarum oru like podunga,0
Unga Vetriya Mattum Yaralayum Eduthukidave Mudiyathu Vetri-Dhanush,0
Baboyii Enti edhii... Blok buster pakka,0
70yrs Old Young Man... Vera Level Verithanam... One and ONLY SUPER STAR FOREVER. Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
ajith padam fight kaanave illeeyy...adadadaaaa fight vandhidich kadasiyele...,0
Daily vandhu pakkuravanga like adi,0
Looks like Bahubali records are safe...,4
Trailer release aaki 16 days aakuthu. Indai varaikkum srilankala trending fifty kulla thaan itukkuthu,0
Mrg vara wait pana mudiyama Trailer pathu Veri yetha vanthavinga elam yaru...,0
Rajini and Akshay Kumar fans like here...,0
Theri theri theri theri thalaivaaa . Semma semma semma semma semma semma semma,0
Arjun and dheol are good,0
Dei pandey . Nee enga da vandha ..,0
Dhanus acting Sollamuiyala asura very manusan eppadi ippadiyallam   semma,0
Thala da Vera evanda fire wow,0
Yaaru viswasam teaser ku wait pandravanga like podunga,3
BGM King U1 fans like here,0
Nice punch oruthar mela viswasam kaata eduku inoruthara asinga paduthuringa??,0
Yuvan mass nu solldravanga like panunga,0
Ennna voice da.... Semmmmmaaaa.. Thala always rock,0
"Mass hero subject unaku set avathu kumaru, hayoo",1
SK Anna Vera level mass SK fans hit like,0
Yeppa yedhana peru.. Kadaisila palaya super star ah kannula kaamichutan ta.. Padam full ah ipdiyae irundha super...,0
Antha 43 k dislike Vijay fan ha than Da erupan,0
Thala powerful acting neraya neraya neraya neraya neraya.,0
Super star always rocks maasu marana maasu,0
Thalaivar ra ethu eyankkanna ennala namba mudiyala pakka mass i u love Thalaiva,0
Dislike pannavan Ratham Kakki saavan,0
Yaarulaam movie paathutu vandhu trailer paakuringa  Padam vera level ... Good,1
Pink movie  ki copy h bhai,4
Thala on rage 🤗 800K Likes,0
Yaru enna sonnalum enga star super star,1
Rangaraj pandey tha adaki vaasi thaliku munnala vaal aadakudathu !!!!,0
Asuran movie ha 2nd time pathavanga like podunga,0
Vijay fan ah solren Tharamana padama irukum.,0
Ena sir... RAJINI ku Rajni Nu Varuthu....,0
Tamil cinemava hollywoodku eduthittu poyiteenga sir,1
Talaiva super..... But my kutty talaivan vjsethupathiku ummaaaahhhhhhh,0
Avenger main chitti ko bulla  lo,4
Padathula style irukum... But.. Padamea stylela tha iruku.. Mass thalaiva,0
Hahahahaha... Thalaivaaaaaa... Ipo enna panna porom... Theatera kilichi thonga vida porom,0
0:28 Shaktimaan Parle-G Biscuit SaptuNaanum sinna vayasula jump panni parakka  try pannirukken 90's Pasanga Da 🤣,0
Dhanushhh Annaa Tlgu State la mvi release pannu Annaa ...,0
POWER PACK ACTING AND DIALOGUE DELIVERY AND VERA LEVEL LOOK THALA....KOLA WAITING FOR NERKONDA PARVAI...MASS BGM...,0
"Remake veara level Thala, U1, H.V",0
Elam ok but super Hero ku voice matum Chinna kolantha mari ituku,0
Akshay is best but movie is not good  just like robot  movie,1
Comment epa vanthu pathalum 20 seconds ago 28 seconds ago apadi nu varuthu namma pasanga vilayadranga,0
Climax thala plus yuvan bgm terikudu,0
Siva anna neenga vera level..... unmaiyaa fans kaaga padam panrathu neenga thaaan annaa love you so much siva anaa,2
11 hours 1m views on 67 like mass,0
Trailer paithu mersal anivnga like podinga..,1
Mass mass mass mass THALA ADHIRADI MASS  LOVE FROM KERALA,0
Thalaiverukku likes kammiya irukku. haters athigama irukkanga.ana enga      Thalaiver vetriya thaadukka mudiyathu,2
Thala....... Stop fans fight...... Sollama sollitinga Anna......,0
Thala mass thala Vera level.. .ultimate star ajith kumar vaalga...ajith veriyan  RAMANATHAPURATHTHAN,0
Bigil kku adi conform        #Kaithidiwali,0
Ada paavi gala..dis like podrathuku ne varingalada,0
ippo trailer parkura angaali pangaali ellaam oru like podunga,0
Trailer veraaa 11 kandippaaa blockbuster thasa...,0
Rajani looks ultra maaaaaaas ... Style king  U r welcum to TN And Karnataka boss  Dr.Rajkumar fans Bengaluru,0
Innum trailer ra paakaravaga hit lik....,0
Iron Man voicelaya onnoda Massa pathatonda da lossupayale,1
Dislike podra karumamdharangal yaara irukum ?????,0
"10,7 Mio Aufrufe 400 Tsd. Likes 22,7 Tsd. Kommentare  #2Point0Trailer",3
i am marana waiting in tha kaali yooda aattatha pakka mass thalaiva,0
Pullarikuthu...teaser ipdina film epdi irukum appa .,0
Thalivar trailer ku ‘PERIYA OH PODUNGA’,0
Baground music  Vera level Seat end la ukanthu pakura padam marana waiting thala,0
0:17 to 0:42 madmax furry road bgm,0
Sirappana Taramana padatha Neenga initan Paaka Poreenga@Petta Parak Vera level... Trailer@Repeat Mode,0
Pakkathane pore innda Kali odda attathe,1
I am chitti reloaded ...version 2.0...,0
Haha yen da avenger music varuthu,0
Trailer mudinju daan moochu ye vitten .......Habbbbaaaaaaa,0
Viswasam than mass pongada dei,0
Thala da ... En uyiraiyum thalakaga koduppen......,0
Marana waitinggggg for another irumbu thirai,0
Kulandhaigal kappagam la kuda indha padam odaadhu,1
Trailer nalla than iruku...... Padam epdi irukum nu theriala...... Soon,0
Sam CS mirattal & Lokesh Kanagaraj too.,0
Petta Teaser Evlo Vaatti Paathurikinga Guys,3
200 times ku mela pathavanga like here,0
Dei therikke Arjun fans hit like,0
Neraya  neraya neraya neraya................thala verithama..............waiting for movie......,0
Thalaivar peraiye thapa pottu irrukangapa Yenna koduma sir idhu,2
Orutthavanga mela viswasam katrathukaga innoruthangala yean asinga padutharinga..  True words from thala  Like if u agree,1
I like Vikram sir.l want to see him in a joker like character,0
Comment Panna yalaru thirupum comment pannuge,0
Thala vera level marana waiting  nkp,0
Vijay sethupathiyai nawazuku keel velai seyvadhu pol kaambichu tamilan vada indianukku adimayaga irukka vendum yenbadhai valiyuruthi ullar rajnikanth,1
Ohh Bhai Kiya zahar look hai bahencho  from Kolkata,4
Yo pandey nee ena ya panre🤦‍,1
Hit like u r a rajinikanth fan,0
Enna da 11 ku viduran nu munaadiyae vituteenga...Reminder la set pannitu vanthaa....thalaivar🤘....Get rajinified,1
mr .lokesh kangaraj enna bigil kudaya nega thaan thalapathy64 edukiranga movie konjam date mathi poota nalla irukum,1
Intha manusan enna pannunalum pidikuthu.. athu en apdinu therila pa...,0
Comedy a irukkan Ivan mass a?? 🤣🤣,1
super   Asuran Trailer mass mass,0
Vera level BGM .. semma  trailer. 🤞,0
Movie ka intzar kis kis ko he,0
super star pakka SK mathiri sella scenela tharunjaru,0
Eduthu vainga da adutha national award,0
Intha Deepavali semma  Three movies  Vera level Deepavali,3
Thala mass  Marana waiting  Bgm u1 thalaiva,0
Ena da pani vachuriknga sathyama Siva ku edhala suit agathu da.. Arjun sir always rocks..,0
over 28k more likes than maari 2 trailer,3
Thalaa Gethuuuuuuyov pandey (Militry) Nee ena yaa inga,0
"Rajinikanth, Simran, Trisha, Vijay Sethupathi,  awesome combo..",0
mass chiyaan vikramyamaan daakk na yaruu???,0
intha padam kadaisi verai unarvukalai thoondi kadasiyil pillai seen ala veiththathu.... best .  hot illa songs ill a,2
Vikram sir actor nahi hai acting ke bhagwan hai,4
Real King Of Indian Cinema Akshay Kumar,0
Unlike basters    all,3
Enada thalaivan VJS oru thadava tha kaatirukinga  Avara paaka thanada mukka vaasi per padathuku povo,0
Padam flap nu solravange like pannunga,2
apdi elam nadakadhu. nadaka kudadhu.. mass thala,0
Thalaivaaaaalv u always...... a die hard fan,0
Nadukkam innum koraiyala trailer ra paathutu,0
Saaho teaser sethu pochoo rendu naala 12M ley erukku,0
Sooooooooooooooooooooooooooooooooooooooooo good. I didn't expect this,2
Sivakarthikeyan Anna fans like pannunga,0
Wow Sema.....enna Maa mass ah irukapula,0
Maranaa Mass Thala... U1 Bgm Vera Level...,0
28k dislikes pannavanlam yarunu nenaicha #Puli Padam mass nu sonnavanunga than,0
Paaka porom  Kali today aatatha,0
Dai vaanga daw zero trailer paathingala,2
Thank you rajini sir and shangar sir,0
"Last dialogue,  I love it....",0
Thala I am waiting... ana dhanush...,0
Bigil trailer dei yapa dream warrior bayam varanum..,1
Yow Teejay Ne Inga Ennaya Pannura Idhu Rattha Boomi Aachea,0
Honest ah sollanumna ...trailer looking good ...but rajni padam alavuku illa ... lets see viswasam trailer,2
Vikram =Hardwork Never ever give up(Gibran music ),0
Hindi villanunga tholla thaanga mudilapa saami,0
Who are like dhevaram( poonkodi annan) killing folk scene..  Mass ever seen in indian films ..,0
Padam sariyana vettu kuttu vera level acting  danush,0
I feel like traveling in 2030,0
Video ku like panna Vijay fans la like pannunka,0
Asuran trailer vara Laval masss ... im vaiting. .......,0
0:18 - 0:42 dunkrik bgm 0:43 - 1:00 viswasam ajith intro bgm #GV rocks,1
Hollywood level ki ma ki c**t  It's a vikram's level.. Veera level..,0
My blood thala luv u anna,0
Damn  Too hot... Dedication=Chiyaan Vikram,2
Bgm is vera level. Resembles marudhanayagam.,0
Anna final touch ok na  I am a Vijay fan,0
Apdye andha vadachennai 2 pathi edhaavadhu sonnaa nallaa irukum,1
Sirappana Tharama Sambavangala inimaye than pakka pora,0
Ena da Evan epdi comde panran?,1
Ish ke samne zero( 0 )he,4
"Konjam mokka thaan, last dialogue la kaapathitaan",0
Ethana peru ethu maari padathula ajith nadikanum nu nenaikuriga?,1
Teaser Vera level appo padam MAJA da,0
Kola gandley iruken kolama vidamaten,3
My illya super star Dhanush Anna Vara level,1
Epic scene @ 0:54 .. Attakasama iruku trailer..,0
Thanks to Shankar 4 making us pride,0
Thannal vazhkkai kidachavanga thanakku dhrogam senjalum.....thalaivar avargalai vanjikkamattar.....Thalivar is Man of Great Humanity....Thalaivaaaa always Mass...,0
Paaaaa after long days oru sema trailer patha feeling... kandipa movie semaya irukum..,0
Thalaiva nee mass Vera leval 🤘🤘🤘🤘🤘,0
ithu veraleval Sankar saruku innum vulakame tamil cinimava thirumbi parkanum,1
Thala and yuvan bgm Epa dae,0
Athukuu pink movie yee nalla irukuum poolaa,2
Dialogue delivery vera levelHer voice makes me goosebumps,2
Thalaiva vera leval. Padippa mattum namma kitta iruthu eduka mudiyathu,0
Ellam  OK  Rajini  Enga Trailer la Kanom...,1
sivakarthikeyan verithanam sk anna Fans like it,0
Konjam odhungiru odi pathungiru varathu thalaivaru Petta paraak super  in Petta trailer marana mass Pongal paraak,0
Vera level Thalaiva  neenga mela varadu I'm like 🦁 movie HIT: LIKE AVARAGE: COMMENT,0
Ippa yaru ellam Comment section vanthurikinga..Oru like ah pottutu ponga,0
idhu enga chiyaan da indha kujay kujith ooryalam odunga da angutu sema gethu chiyaan,1
Interesting trailer Tamil la nala erukanum,0
Pathu kita irukka....... Can't stop..... Sk love  you🥰,1
1 time 2 time paakurathulam paapa vilayatu. 100 times paathavanga dhan super one. thalaivar fans hit like,0
Last 2 dialogues bigil ku vecha mathri oru feel....,3
Aadukalam Vibes.. ASURAN NationalAward Material.. Thalivaa..,0
Bigil marana waiting panuravanga like panunga,3
Nalla padam youtube views likes la ella  all audience ku pudikanum kaithi movie teams ku vaalthukkal,3
Thala ungalukku intha padam worth illa,1
Super thanni gethu namma chiyannukuuu mattum thaan,0
I'm Vijay fan but trailer vera level,0
Unlike panne podi paiyalugale seturunge.. thalaivar the mass,0
Dislike potravaa avangaa Amma silukuu daaa,0
Antha last scene redmi note 5 pro le shoot panna maari irukku,1
Ippo enna panna porom : sweet saaputa porom,0
Thala fans ukku indaikku ithan thiruvila? Am i right?,0
Manju Warrier Fans Like Here.... She is Our Pride,0
Bahut acha movie h sabse ke baat h,4
Teejay va paaka yaarellam theater ku povinga,0
Teaser onnum avlo grace illaye  paapom movie epdi irukuthu,0
Vera level da daiiiiiii... Marana mass....,1
Shankar sir and ar sir rocking,0
Thalaivara paaka!! Konjam Veerappan Maari iruku laa!!!,1
Avara ( thala) control panna mutiyathu,0
Satthiyama Solren.. Adichu underwaer-oda oda vuttuduven.. manam pona thiruppi varadhu.. paathukko..,1
Sridevi Daughter Khushi Kapoor Met Ajith,0
Ena da kaththi padatha eduthu vechurkeenga.. VJS double role ah..,3
"super Thalaivaa, Superstar naa superstar thaa",0
Thala da  Great Thala da,0
Rajini sir no1 not Ajith sir,0
Unmaiyana vartha...  Namba kitta kaadu iruntha yeduthu kiduvanunga Kaasu iruntha pudungi kiduvanunga.......  Padipa mattum namba kitta irunthu yeduthuka mudiyathu...  Tharamana dialogue,0
Thala Ajith na mass pa vara level,0
Vetrimaran kitta dhanush nale mattum tha nadikka mudiyum,0
DARBAR varum varaikkum PETTA va pathu Veri yaethikuvom,3
Traillar parakk thalaiva love  u,0
H Vinoth Vera level   Nirav Shah,0
Pagal ker diya mekuu trailer dekha ker...,4
Vj sethupati anna smile vera level,0
"Thatti thookurom, podra vediya kanna dho vandhutean",4
Sirapaana tharamana sambavam inime thaan irukku,0
Rangaraj pandey I am weit ing,0
His mask is like Krish (Hrithik Roshan),1
Intha padam odathu miskin part 2,1
Honest opinion thala Vera level le irukaru aana nirav shah andha ponnungaloda acting onu nalla ille,0
Thala  osm pa  i love you thala....,0
Vera level  Diwali Winner For Sure..    RIP Bigil    🤒,1
Ippa dhan movie paathuttu varen...  Nyt thookamey varadhu Kanna moodnaley THALA dhan nyabagam varraru   Love u THALA,0
Ithu dan Namma keata Thalaivar Padam Da evlo naala intha Mari padathuku dan wait panrom,0
summa marana mass he i am waiting for petta pongal,0
Shankar sir make our Indian movie proud...,0
Pongalukku tharamana sambavam kaathukittu erukku... Verithanam overloaded,0
maranam mass maranam  vayasanalum onga style apdeya than erukku adha yaralayum onum panna mudeyadhu,0
Dei sk unakku ithellam over da,1
Paaaa.... Vera level la iruku thalaiva career ah idhu Mukkiyamana padama irukum,0
Kaithi part 2 Marana waiting.....,2
Thala da vera Evan da nee vaa ȚHĄŁÅ,0
Vivegam Part 2 madhiriye oru feeling-u 🤔,1
Mass maran mass chiyaan vikram anna movie i am waiting,0
Enna seththuruvomnu bayamaah irukaaa saavaradhaa irundhaalum sanda poattu savanum sir kaalavizhnthu saavakodaathu who all liked the dialogue put like,3
Like  If like both rajini and Vijay setupathi,3
Thala vera level .marana waiting .enna acting sema .ore feeling tha oru like ku mela ennala pooda mudiyalaye.,0
THIS YEARS BLOCKBUSTER MOVIES SARKAR 2.0 VISWASAM,2
Sasikumar thalaiva sema my favorite hero,0
Rajini mass forever  Hit like if you agree,0
That main villain look like arjun sir,3
NTR _ Ajith mutuals like here,0
"Pangali gala Thala Ajith oda 60 movie ethuvaraikum paaka tha alavuku verithanama irukanum, yenna na sollurathu",0
#Thalapathy Fans Hit Like!! #SarkarDiwali,0
Mass thalaiva Dhanush Anna vera level,0
Those 30k dislikes we know who you are  lie lie lie,0
Ithu Trailer thaana illa vera yathachumaaa  ipdi iruku  saamy,0
Seekram trending la kondu vanga .,2
Yemmadi!! Allu thalludhuda paavi.. enna verithanam....,0
Surya anna fan SFC   marana waiting Karthik chinna anna Kaithi movie,0
Eanna sila times sub title varuthu sila time valla,0
Plz relise Telugu also  #thelugu thala fans like here,0
Ippadium mudiyum ....... thala nee Vera level..... Pattaya kelappanum thala......,0
Powar bank of..  All Bollywood budhaa khans..,0
We r pavan fans from andhra all d best sir,0
worst ra🤣🤣🤣 Advocate maari nadika sonna ....Thungikittey nadikiren....Oru Gambiramey ila,0
12 times pathuda but pathude erukkanum pola erukku thalaivanée ga née ga madum tha enga hero eppomee,2
Ajith Voice - my god !!,0
Sometimes he is looking like rajni sir  Awesome,2
Mokka mokka sema mokka movie,0
Njangade nattil shoot cheytha film.superhit.. Kulathupuzha kollam,4
Valimai trailer views 50 million cross pannanum soldravanga irukkingala,0
Idhu irumugan part 2 va bro,1
Mega all time blockbuster movie Vikram sir,0
Ak looking amazing super looking suppperrr..,0
More 301k likes needed for 1M views,0
Now i changed my mind.. First petta dhan paaka poren next dhan viswasam 🤘,0
Ennanga Ithu tamil padama.. Hollywood padama,0
Thalaaa daaa........ Thala thambingaa yellam like podunga da.......thalaaa daaaaa....engaa thalaa daaa...🦁,0
Antha silai dialogue yaarukupa periyaar niyabagam varuthu,0
vijaysrthupathy ku padathhula role irukka illayaa da... yenda ipdi pandringa.. but thalaivaa nee vera level.. gun ah suthhi utta paaru .. pori kelambudhu....,0
THALAIVAAAA 2018 NAANGATAN 2019 naangathan !!,1
Apdilam nadakathu nadaka koodathu.....  Thala voice vera level.....,0
Get Rajnified All Thalaivar Fans....  Marana Mass Thalaivar....  Petta Paraak.....,0
செம. Srilankan Tamil fans oru 'O' poadu.,0
Indha trailer pudichavanga like podunga,0
2:02 sema gandilu iruken mavane kollama vidamaten  sweet sapdaporen,0
Supar dupar hero am big fan Vikram sir,0
Super I am waiting sangathamilan movie,0
Still trending #1 Sri Lanka,0
Last part music I love it,0
GV Prakash Vera level verithanam phaaa,0
Mrng thala dharishanam make it 800k thala fans,0
vayasanalum unga style eppavumay maradu ..,0
Dai idhallam massnnu solli asingapadutthadhingada... Idhu edho serial madhiri theriyuthu..,0
Iron man nenga ingayum vandutingala ... just for fun VJS,3
Rangaraj pandey pathu kubeer nu sirichavanga like ah podu,0
Awesome Trailer Telugu Fans hit LIKE Jai Rajani sir,0
Adengappa vera lvl Shankar Sir pinnitingha vera lvl sir,0
Shakthi man 2K version Da,0
yaar ellaam nkp fdfs poringalo avangallaam oru like podunga,0
Thalaivaaaaaaaaaaaaaa noorayiram aandugal podhume un ragame padume Semma Semma,0
Second part erekuma ? Good making,0
Nallave illa.....  ipd over ah panni panni tha ippo vijay sethu pathi romba keela vantaru,1
Robo Shankar fans like ah thattunga...,0
Can we make it 850k likes,0
Veengai mavan othaila nikka gotha dhillu kuthi irundha mothama vaanga daa  () ...Aaamaiz daa..,1
900 kilo thiruttu....  Padam fulla iruttu........,0
He is vera level lu bro,0
Marana masss da enga thalaivaaaa va va thalaivaaaa,0
Inime hollywood flim lam kidaiyathu #2Point0 kollywood mathiri than @shankarshanmugh THARAMANA WORK #THALAIVAA_unnalamudiyathathu_innum_enna_iruku @rajini    #Tamilpadam_da,0
ilove you anna...next vishvaasam kaatta thala fans  naaga redy....,0
Rajni fans from USA hit like - vera level trailer! Thalaivaaaaa,0
Vera vera vera vera vera levellllllllllluuuuuu,0
Lite ah anegan kadai maathiri irrkuey but nalla irruku,2
Vera level thalaivaa you are great enna aasirvaadham pannunga Marana mass  Thara local Idhu gethu,0
padatha pakka kola kandula iruken diiiiii,0
Ippdie  irukanum Trailer na samaya getha style ah,0
Nkp big block buster hit kudukkum,0
Over over scene da ebbaa  mudiyala,0
Indiaviliyum ipidi padam edupomnu prove panuvom...claping words Shankar sir...,2
superstar kadasiya hit padam ethu beta solu,0
Idhan da Acting ! Kola Mass ! Saar!,0
Morning wake up trailer pakka vanthavanga like potunga,0
Indha Diwali peria Sambavam pannum pola Kaithi Karthi attitude,0
nalla iruku ba... movieum nalla irukanum,0
Nalla Gaandu Agungo Andha 10K dislikers..,0
hindi version dekho ye h link,0
Super Thetetar la pakka mass ah irukkum,0
Super ajit Sir from all kannadigas,0
Vijay Sethupathi ke ino build up panirkalaam,2
Enna daa gethu thala dialogue sollumbodhu!pha vera level! Agreena like pannunga!,0
Thalaivan Makkal Selvan Vijay Sethupathi,0
super star na summava maranamass da,0
Viswasam trailer needs 20k likes to reach 1.4m likes,0
Thalaaaaa.  Super.  Bgm Vera level,0
ennangada panni vechrukeenga enga pandy ve :P,1
Indha padam hit aganum sivakarthikeyanukkaga illa action king avarukkaga,0
"Enna da idhu marana mass ah irukku,all the best vetrimaran..",0
Yaaruku free tickets vanum more details iku channel Ila eruku,0
Naraya naraya naraya naraya likes panunga,0
Last  dance  vera  lvl,0
Vera level thalaiva nee unna paththu palakanum  I love Vikram sir,0
Konjam odhingiru... Oodi padhingiru varrathu thalaivaru...PettaParaak,2
Emma Climaxla enna twistu . Karthick Subburaj senjurukappla.,0
Aug 8 fdfs ticket eduthavn lam oru like podu,0
Final dialogue semma ...I am vijay fan ... Trailer semma mass,0
15k dislikes pannuna vanugalukku that last dialogue,0
Yuvan Vera level bgm Suma therikutu           Bgm hit like,0
Activated scenes semmaya iruku thalaaaa daaaaa,0
Visuwasamavadhu Kusuvaasamavadhu Parak da Petta Parakk!!,1
Trailer  end dialogue super super,0
Rangaraj pandey vera irukkarae vera level,0
Shankar sir Vera level sema trailer,0
Arre koi hindi me bhi release karwa do re,4
Yaar ellam 20m views wait panduringal??,0
Trailer mokka da ajith kelatu payale thaatha konda parvai flop,1
Innum 5 naal thaan athaa verri ethikeh vanthe trailer pathu,3
akshya aka {siva] kumar vs rajini,0
Averu control pannuanga pa Neriya neriya neriya Vera level da,0
Thala movie name is Very Mikkai,0
Thalaivaaaa... It's Vera raw ... Va va... FDFS poida vendiyadha ‍,0
Innum yarukellam thoonga manase varala,0
I was just waiting for it Wah kya baat hai bhai,4
Looks like Rama  Narayanan  mv,2
Slightly Dhanush is looking like sasi kumar,1
I'm Telugu but Anna dhanush fan .assuran.keka,0
Konjam othugi iruu illa paathungi iruu varathu Thalaivaruu...Petta Paaraaakkkkk ......,0
Love u Thala & Yuvan,0
Kadisila teejay vumah gv music vera level pa,0
Rajinikanth Anna is backkk Thalaiva 🤘🤘🤘🤘🤘,0
